,study_id,title,type,enrollment_category,enrollment_subcategory,enrollment_value,category,category,group,group_description,value
2448,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,gender,All,clinical status (7-point ordinal scale),clinical status (7-point ordinal scale),B4,Part B: Remdesivir for 10 Days (Extension Group),314
2449,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,gender,All,clinical status (7-point ordinal scale),clinical status (7-point ordinal scale),B5,Total,369
2450,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,gender,All,clinical status (7-point ordinal scale),clinical status (7-point ordinal scale),B1,Part A: Remdesivir (RDV) for 5 Days,0
2451,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,gender,All,clinical status (7-point ordinal scale),clinical status (7-point ordinal scale),B2,Part A: Remdesivir for 10 Days,0
2452,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,gender,All,clinical status (7-point ordinal scale),clinical status (7-point ordinal scale),B3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),0
2453,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,gender,All,clinical status (7-point ordinal scale),clinical status (7-point ordinal scale),B4,Part B: Remdesivir for 10 Days (Extension Group),0
2454,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,gender,All,clinical status (7-point ordinal scale),clinical status (7-point ordinal scale),B5,Total,0
2455,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,gender,All,clinical status (7-point ordinal scale),clinical status (7-point ordinal scale),B1,Part A: Remdesivir (RDV) for 5 Days,0
2456,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,gender,All,clinical status (7-point ordinal scale),clinical status (7-point ordinal scale),B2,Part A: Remdesivir for 10 Days,0
2457,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,gender,All,clinical status (7-point ordinal scale),clinical status (7-point ordinal scale),B3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),0
2458,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,gender,All,clinical status (7-point ordinal scale),clinical status (7-point ordinal scale),B4,Part B: Remdesivir for 10 Days (Extension Group),0
2459,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,gender,All,clinical status (7-point ordinal scale),clinical status (7-point ordinal scale),B5,Total,0
2460,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,milestone,milestone,P1,Part A: Remdesivir (RDV) for 5 Days,200
2461,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,milestone,milestone,P2,Part A: Remdesivir for 10 Days,197
2462,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,milestone,milestone,P3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),844
2463,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,milestone,milestone,P4,Part B: Remdesivir for 10 Days (Extension Group),3597
2464,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,milestone,milestone,P1,Part A: Remdesivir (RDV) for 5 Days,168
2465,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,milestone,milestone,P2,Part A: Remdesivir for 10 Days,164
2466,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,milestone,milestone,P3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),621
2467,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,milestone,milestone,P4,Part B: Remdesivir for 10 Days (Extension Group),2952
2468,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,milestone,milestone,P1,Part A: Remdesivir (RDV) for 5 Days,32
2469,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,milestone,milestone,P2,Part A: Remdesivir for 10 Days,33
2470,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,milestone,milestone,P3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),223
2471,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,milestone,milestone,P4,Part B: Remdesivir for 10 Days (Extension Group),645
2472,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P1,Part A: Remdesivir (RDV) for 5 Days,21
2473,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P2,Part A: Remdesivir for 10 Days,28
2474,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),188
2475,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P4,Part B: Remdesivir for 10 Days (Extension Group),371
2476,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P1,Part A: Remdesivir (RDV) for 5 Days,8
2477,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P2,Part A: Remdesivir for 10 Days,4
2478,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),22
2479,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P4,Part B: Remdesivir for 10 Days (Extension Group),235
2480,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P1,Part A: Remdesivir (RDV) for 5 Days,1
2481,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P2,Part A: Remdesivir for 10 Days,0
2482,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),11
2483,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P4,Part B: Remdesivir for 10 Days (Extension Group),32
2484,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P1,Part A: Remdesivir (RDV) for 5 Days,2
2485,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P2,Part A: Remdesivir for 10 Days,1
2486,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),2
2487,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P4,Part B: Remdesivir for 10 Days (Extension Group),2
2488,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P1,Part A: Remdesivir (RDV) for 5 Days,0
2489,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P2,Part A: Remdesivir for 10 Days,0
2490,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),0
2491,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P4,Part B: Remdesivir for 10 Days (Extension Group),3
2492,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P1,Part A: Remdesivir (RDV) for 5 Days,0
2493,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P2,Part A: Remdesivir for 10 Days,0
2494,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),0
2495,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P4,Part B: Remdesivir for 10 Days (Extension Group),1
2496,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P1,Part A: Remdesivir (RDV) for 5 Days,0
2497,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P2,Part A: Remdesivir for 10 Days,0
2498,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),0
2499,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,withdrawal reason,withdrawal reason,P4,Part B: Remdesivir for 10 Days (Extension Group),1
2500,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"age, customized","age, customized",B1,Part A: Remdesivir (RDV) for 5 Days,116
2501,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"age, customized","age, customized",B2,Part A: Remdesivir for 10 Days,113
2502,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"age, customized","age, customized",B3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),581
2503,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"age, customized","age, customized",B4,Part B: Remdesivir for 10 Days (Extension Group),2399
2504,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"age, customized","age, customized",B5,Total,3209
2505,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"age, customized","age, customized",B1,Part A: Remdesivir (RDV) for 5 Days,84
2506,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"age, customized","age, customized",B2,Part A: Remdesivir for 10 Days,84
2507,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"age, customized","age, customized",B3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),263
2508,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"age, customized","age, customized",B4,Part B: Remdesivir for 10 Days (Extension Group),1198
2509,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"age, customized","age, customized",B5,Total,1629
2510,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"sex: female, male","sex: female, male",B1,Part A: Remdesivir (RDV) for 5 Days,80
2511,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"sex: female, male","sex: female, male",B2,Part A: Remdesivir for 10 Days,64
2512,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"sex: female, male","sex: female, male",B3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),312
2513,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"sex: female, male","sex: female, male",B4,Part B: Remdesivir for 10 Days (Extension Group),1351
2514,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"sex: female, male","sex: female, male",B5,Total,1807
2515,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"sex: female, male","sex: female, male",B1,Part A: Remdesivir (RDV) for 5 Days,120
2516,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"sex: female, male","sex: female, male",B2,Part A: Remdesivir for 10 Days,133
2517,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"sex: female, male","sex: female, male",B3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),532
2518,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"sex: female, male","sex: female, male",B4,Part B: Remdesivir for 10 Days (Extension Group),2246
2519,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"sex: female, male","sex: female, male",B5,Total,3031
2520,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B1,Part A: Remdesivir (RDV) for 5 Days,2
2521,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B2,Part A: Remdesivir for 10 Days,0
2522,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),5
2523,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B4,Part B: Remdesivir for 10 Days (Extension Group),40
2524,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B5,Total,47
2525,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B1,Part A: Remdesivir (RDV) for 5 Days,20
2526,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B2,Part A: Remdesivir for 10 Days,25
2527,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),88
2528,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B4,Part B: Remdesivir for 10 Days (Extension Group),313
2529,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B5,Total,446
2530,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B1,Part A: Remdesivir (RDV) for 5 Days,21
2531,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B2,Part A: Remdesivir for 10 Days,23
2532,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),149
2533,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B4,Part B: Remdesivir for 10 Days (Extension Group),611
2534,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B5,Total,804
2535,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B1,Part A: Remdesivir (RDV) for 5 Days,1
2536,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B2,Part A: Remdesivir for 10 Days,0
2537,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),11
2538,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B4,Part B: Remdesivir for 10 Days (Extension Group),29
2539,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B5,Total,41
2540,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B1,Part A: Remdesivir (RDV) for 5 Days,142
2541,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B2,Part A: Remdesivir for 10 Days,134
2542,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),376
2543,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B4,Part B: Remdesivir for 10 Days (Extension Group),1915
2544,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B5,Total,2567
2545,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B1,Part A: Remdesivir (RDV) for 5 Days,0
2546,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B2,Part A: Remdesivir for 10 Days,5
2547,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),56
2548,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B4,Part B: Remdesivir for 10 Days (Extension Group),179
2549,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B5,Total,240
2550,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B1,Part A: Remdesivir (RDV) for 5 Days,14
2551,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B2,Part A: Remdesivir for 10 Days,10
2552,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B3,Part B: Remdesivir for 10 Days (Mechanically Ventilated Group),159
2553,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B4,Part B: Remdesivir for 10 Days (Extension Group),510
2554,2,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Interventional,eligibility,minimum_age,12 Years,"race/ethnicity, customized","race/ethnicity, customized",B5,Total,693
