,study_id,category,subcategory,value,title,design
0,22,study_design_info,masking_description,"Neither patients, nor investigators, nor statisticians were masked to treatment assignment. Lab staff who performed sampling for PCR, basic blood tests and other routine measurement were unaware of treatment information.",Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional
0,23,eligibility,gender,All,Clinical Trial of Ivermectin Plus Doxycycline for the Treatment of Confirmed Covid-19 Infection,Interventional
0,23,eligibility,minimum_age,18 Years,Clinical Trial of Ivermectin Plus Doxycycline for the Treatment of Confirmed Covid-19 Infection,Interventional
0,23,eligibility,maximum_age,N/A,Clinical Trial of Ivermectin Plus Doxycycline for the Treatment of Confirmed Covid-19 Infection,Interventional
0,23,eligibility,healthy_volunteers,No,Clinical Trial of Ivermectin Plus Doxycycline for the Treatment of Confirmed Covid-19 Infection,Interventional
0,23,study_design_info,allocation,Randomized,Clinical Trial of Ivermectin Plus Doxycycline for the Treatment of Confirmed Covid-19 Infection,Interventional
0,23,study_design_info,intervention_model,Parallel Assignment,Clinical Trial of Ivermectin Plus Doxycycline for the Treatment of Confirmed Covid-19 Infection,Interventional
0,23,study_design_info,intervention_model_description,Patient will be randomized 1:1 to placaebo with standard care and combined doxycycline and ivermectin with standard care.,Clinical Trial of Ivermectin Plus Doxycycline for the Treatment of Confirmed Covid-19 Infection,Interventional
0,23,study_design_info,primary_purpose,Treatment,Clinical Trial of Ivermectin Plus Doxycycline for the Treatment of Confirmed Covid-19 Infection,Interventional
0,23,study_design_info,masking,"Double (Participant, Investigator)",Clinical Trial of Ivermectin Plus Doxycycline for the Treatment of Confirmed Covid-19 Infection,Interventional
0,23,study_design_info,masking_description,Double blind (The participant and the clinicians/data collectors will be unaware of the treatment the participant receives).The drugs will be labelled with a random code number,Clinical Trial of Ivermectin Plus Doxycycline for the Treatment of Confirmed Covid-19 Infection,Interventional
0,24,eligibility,study_pop,"
      ",Observational Open Study of Polyoxidonium in Hospitalized Patients With COVID-19,Observational
0,24,eligibility,sampling_method,Non-Probability Sample,Observational Open Study of Polyoxidonium in Hospitalized Patients With COVID-19,Observational
0,24,eligibility,gender,All,Observational Open Study of Polyoxidonium in Hospitalized Patients With COVID-19,Observational
0,24,eligibility,minimum_age,18 Years,Observational Open Study of Polyoxidonium in Hospitalized Patients With COVID-19,Observational
0,24,eligibility,maximum_age,N/A,Observational Open Study of Polyoxidonium in Hospitalized Patients With COVID-19,Observational
0,24,study_design_info,observational_model,Cohort,Observational Open Study of Polyoxidonium in Hospitalized Patients With COVID-19,Observational
0,24,study_design_info,time_perspective,Prospective,Observational Open Study of Polyoxidonium in Hospitalized Patients With COVID-19,Observational
0,25,eligibility,gender,All,Study of Favipiravir Compared to Standard of Care in Hospitalized Patients With COVID-19,Interventional
0,25,eligibility,minimum_age,18 Years,Study of Favipiravir Compared to Standard of Care in Hospitalized Patients With COVID-19,Interventional
0,25,eligibility,maximum_age,80 Years,Study of Favipiravir Compared to Standard of Care in Hospitalized Patients With COVID-19,Interventional
0,25,eligibility,healthy_volunteers,No,Study of Favipiravir Compared to Standard of Care in Hospitalized Patients With COVID-19,Interventional
0,25,study_design_info,allocation,Randomized,Study of Favipiravir Compared to Standard of Care in Hospitalized Patients With COVID-19,Interventional
0,25,study_design_info,intervention_model,Parallel Assignment,Study of Favipiravir Compared to Standard of Care in Hospitalized Patients With COVID-19,Interventional
0,25,study_design_info,primary_purpose,Treatment,Study of Favipiravir Compared to Standard of Care in Hospitalized Patients With COVID-19,Interventional
0,25,study_design_info,masking,None (Open Label),Study of Favipiravir Compared to Standard of Care in Hospitalized Patients With COVID-19,Interventional
0,26,eligibility,gender,All,Ivermectin for Severe COVID-19 Management,Interventional
0,26,eligibility,minimum_age,18 Years,Ivermectin for Severe COVID-19 Management,Interventional
0,26,eligibility,maximum_age,N/A,Ivermectin for Severe COVID-19 Management,Interventional
0,26,eligibility,healthy_volunteers,Accepts Healthy Volunteers,Ivermectin for Severe COVID-19 Management,Interventional
0,26,study_design_info,allocation,Randomized,Ivermectin for Severe COVID-19 Management,Interventional
0,26,study_design_info,intervention_model,Parallel Assignment,Ivermectin for Severe COVID-19 Management,Interventional
0,26,study_design_info,intervention_model_description,"Patients who were hospitalised with a pre-diagnosis of severe COVID-19 pneumonia and thereafter diagnosis of COVID-19 was also confirmed microbiologically with polymerase chain reaction (PCR) positivity in respiratory tract samples were included into the study. They were randomized to the study and control group, respectively. Single numbered patients were accepted as study group and double numbered patients as control group",Ivermectin for Severe COVID-19 Management,Interventional
0,26,study_design_info,primary_purpose,Treatment,Ivermectin for Severe COVID-19 Management,Interventional
0,26,study_design_info,masking,None (Open Label),Ivermectin for Severe COVID-19 Management,Interventional
0,27,eligibility,gender,All,Analysing the Psychosocial Effects of COVID-19 Pandemic on Dental Professionals Using the Turkish Version of the Fear of COVID-19 and Coronavirus Anxiety Scales,Interventional
0,27,eligibility,minimum_age,23 Years,Analysing the Psychosocial Effects of COVID-19 Pandemic on Dental Professionals Using the Turkish Version of the Fear of COVID-19 and Coronavirus Anxiety Scales,Interventional
0,27,eligibility,maximum_age,N/A,Analysing the Psychosocial Effects of COVID-19 Pandemic on Dental Professionals Using the Turkish Version of the Fear of COVID-19 and Coronavirus Anxiety Scales,Interventional
0,27,eligibility,healthy_volunteers,Accepts Healthy Volunteers,Analysing the Psychosocial Effects of COVID-19 Pandemic on Dental Professionals Using the Turkish Version of the Fear of COVID-19 and Coronavirus Anxiety Scales,Interventional
0,27,study_design_info,allocation,N/A,Analysing the Psychosocial Effects of COVID-19 Pandemic on Dental Professionals Using the Turkish Version of the Fear of COVID-19 and Coronavirus Anxiety Scales,Interventional
0,27,study_design_info,intervention_model,Single Group Assignment,Analysing the Psychosocial Effects of COVID-19 Pandemic on Dental Professionals Using the Turkish Version of the Fear of COVID-19 and Coronavirus Anxiety Scales,Interventional
0,27,study_design_info,intervention_model_description,Dental professionals,Analysing the Psychosocial Effects of COVID-19 Pandemic on Dental Professionals Using the Turkish Version of the Fear of COVID-19 and Coronavirus Anxiety Scales,Interventional
0,27,study_design_info,primary_purpose,Other,Analysing the Psychosocial Effects of COVID-19 Pandemic on Dental Professionals Using the Turkish Version of the Fear of COVID-19 and Coronavirus Anxiety Scales,Interventional
0,27,study_design_info,masking,None (Open Label),Analysing the Psychosocial Effects of COVID-19 Pandemic on Dental Professionals Using the Turkish Version of the Fear of COVID-19 and Coronavirus Anxiety Scales,Interventional
0,27,study_design_info,masking_description,Dental professionals working in public and university hospitals,Analysing the Psychosocial Effects of COVID-19 Pandemic on Dental Professionals Using the Turkish Version of the Fear of COVID-19 and Coronavirus Anxiety Scales,Interventional
